user_supplied_name,submitted_name,data_source_title,score,matched_name2
Pterygoneurum californicum,Pterygoneurum californicum,Encyclopedia of Life,0.988,Pterygoneurum californicum
Pterygoneurum californicum,Pterygoneurum californicum,Catalogue of Life Checklist,0.988,Pterygoneurum californicum
Pterygoneurum californicum,Pterygoneurum californicum,Tropicos - Missouri Botanical Garden,0.988,Pterygoneurum californicum
Pterygoneurum lamellatum,Pterygoneurum lamellatum,Encyclopedia of Life,0.988,Pterygoneurum lamellatum
Pterygoneurum lamellatum,Pterygoneurum lamellatum,Catalogue of Life Checklist,0.988,Pterygoneurum lamellatum
Pterygoneurum lamellatum,Pterygoneurum lamellatum,Tropicos - Missouri Botanical Garden,0.988,Pterygoneurum lamellatum
Pterygoneurum ovatum,Pterygoneurum ovatum,Encyclopedia of Life,0.988,Pterygoneurum ovatum
Pterygoneurum ovatum,Pterygoneurum ovatum,Catalogue of Life Checklist,0.988,Pterygoneurum ovatum
Pterygoneurum ovatum,Pterygoneurum ovatum,Tropicos - Missouri Botanical Garden,0.988,Pterygoneurum ovatum
Pterygoneurum subsessile,Pterygoneurum subsessile,Encyclopedia of Life,0.988,Pterygoneurum subsessile
Pterygoneurum subsessile,Pterygoneurum subsessile,Catalogue of Life Checklist,0.988,Pterygoneurum subsessile
Pterygoneurum subsessile,Pterygoneurum subsessile,Tropicos - Missouri Botanical Garden,0.988,Pterygoneurum subsessile
Scopelophila,Scopelophila,Catalogue of Life Checklist,0.75,Scopelophila
Scopelophila,Scopelophila,Encyclopedia of Life,0.75,Scopelophila
Scopelophila,Scopelophila,Tropicos - Missouri Botanical Garden,0.75,Scopelophila
Scopelophila cataractae,Scopelophila cataractae,Encyclopedia of Life,0.988,Scopelophila cataractae
Scopelophila cataractae,Scopelophila cataractae,Catalogue of Life Checklist,0.988,Scopelophila cataractae
Scopelophila cataractae,Scopelophila cataractae,Tropicos - Missouri Botanical Garden,0.988,Scopelophila cataractae
Scopelophila ligulata,Scopelophila ligulata,Encyclopedia of Life,0.988,Scopelophila ligulata
Scopelophila ligulata,Scopelophila ligulata,Catalogue of Life Checklist,0.988,Scopelophila ligulata
Scopelophila ligulata,Scopelophila ligulata,Tropicos - Missouri Botanical Garden,0.988,Scopelophila ligulata
Stegonia,Stegonia,Catalogue of Life Checklist,0.75,Stegonia
Stegonia,Stegonia,Encyclopedia of Life,0.75,Stegonia
Stegonia,Stegonia,Tropicos - Missouri Botanical Garden,0.75,Stegonia
Stegonia hyalinotricha,Stegonia hyalinotricha,Encyclopedia of Life,0.988,Stegonia hyalinotricha
Stegonia hyalinotricha,Stegonia hyalinotricha,Tropicos - Missouri Botanical Garden,0.988,Stegonia hyalinotricha
Stegonia latifolia,Stegonia latifolia,Encyclopedia of Life,0.988,Stegonia latifolia
Stegonia latifolia,Stegonia latifolia,Catalogue of Life Checklist,0.988,Stegonia latifolia
Stegonia latifolia,Stegonia latifolia,Tropicos - Missouri Botanical Garden,0.988,Stegonia latifolia
Stegonia pilifera,Stegonia pilifera,Encyclopedia of Life,0.988,Stegonia pilifera
Stegonia pilifera,Stegonia pilifera,Catalogue of Life Checklist,0.988,Stegonia pilifera
Stegonia pilifera,Stegonia pilifera,Tropicos - Missouri Botanical Garden,0.988,Stegonia pilifera
Syntrichia,Syntrichia,Catalogue of Life Checklist,0.75,Syntrichia
Syntrichia,Syntrichia,Encyclopedia of Life,0.75,Syntrichia
Syntrichia,Syntrichia,Tropicos - Missouri Botanical Garden,0.75,Syntrichia
Syntrichia bartramii,Syntrichia bartramii,Encyclopedia of Life,0.988,Syntrichia bartramii
Syntrichia bartramii,Syntrichia bartramii,Catalogue of Life Checklist,0.988,Syntrichia bartramii
Syntrichia bartramii,Syntrichia bartramii,Tropicos - Missouri Botanical Garden,0.988,Syntrichia bartramii
Syntrichia caninervis,Syntrichia caninervis,Encyclopedia of Life,0.988,Syntrichia caninervis
Syntrichia caninervis,Syntrichia caninervis,Catalogue of Life Checklist,0.988,Syntrichia caninervis
Syntrichia caninervis,Syntrichia caninervis,Tropicos - Missouri Botanical Garden,0.988,Syntrichia caninervis
Syntrichia laevipiloa,Syntrichia laevipiloa,Catalogue of Life Checklist,0.75,Syntrichia laevipila
Syntrichia laevipiloa,Syntrichia laevipiloa,Encyclopedia of Life,0.75,Syntrichia laevipila
Syntrichia laevipiloa,Syntrichia laevipiloa,Tropicos - Missouri Botanical Garden,0.75,Syntrichia laevipila
Syntrichia laevipiloa,Syntrichia laevipiloa,Tropicos - Missouri Botanical Garden,0.75,Syntrichia levipila
Syntrichia laevipiloa,Syntrichia laevipiloa,Tropicos - Missouri Botanical Garden,0.75,Syntrichia laevifolia
Syntrichia latifolia,Syntrichia latifolia,Encyclopedia of Life,0.988,Syntrichia latifolia
Syntrichia latifolia,Syntrichia latifolia,Catalogue of Life Checklist,0.988,Syntrichia latifolia
Syntrichia latifolia,Syntrichia latifolia,Tropicos - Missouri Botanical Garden,0.988,Syntrichia latifolia
Syntrichia montana,Syntrichia montana,Encyclopedia of Life,0.988,Syntrichia montana
Syntrichia montana,Syntrichia montana,Tropicos - Missouri Botanical Garden,0.988,Syntrichia montana
Syntrichia norvegica,Syntrichia norvegica,Encyclopedia of Life,0.988,Syntrichia norvegica
Syntrichia norvegica,Syntrichia norvegica,Catalogue of Life Checklist,0.988,Syntrichia norvegica
Syntrichia norvegica,Syntrichia norvegica,Tropicos - Missouri Botanical Garden,0.988,Syntrichia norvegica
Syntrichia obtusifolia,Syntrichia obtusifolia,Catalogue of Life Checklist,0.75,Syntrichia
Syntrichia obtusifolia,Syntrichia obtusifolia,Encyclopedia of Life,0.75,Syntrichia
Syntrichia obtusifolia,Syntrichia obtusifolia,Tropicos - Missouri Botanical Garden,0.75,Syntrichia
Syntrichia pagorum,Syntrichia pagorum,Encyclopedia of Life,0.988,Syntrichia pagorum
Syntrichia pagorum,Syntrichia pagorum,Catalogue of Life Checklist,0.988,Syntrichia pagorum
Syntrichia pagorum,Syntrichia pagorum,Tropicos - Missouri Botanical Garden,0.988,Syntrichia pagorum
Syntrichia papillosa,Syntrichia papillosa,Encyclopedia of Life,0.988,Syntrichia papillosa
Syntrichia papillosa,Syntrichia papillosa,Catalogue of Life Checklist,0.988,Syntrichia papillosa
Syntrichia papillosa,Syntrichia papillosa,Tropicos - Missouri Botanical Garden,0.988,Syntrichia papillosa
Syntrichia papillosissima,Syntrichia papillosissima,Encyclopedia of Life,0.988,Syntrichia papillosissima
Syntrichia papillosissima,Syntrichia papillosissima,Catalogue of Life Checklist,0.988,Syntrichia papillosissima
Syntrichia papillosissima,Syntrichia papillosissima,Tropicos - Missouri Botanical Garden,0.988,Syntrichia papillosissima
Syntrichia princeps,Syntrichia princeps,Encyclopedia of Life,0.988,Syntrichia princeps
Syntrichia princeps,Syntrichia princeps,Catalogue of Life Checklist,0.988,Syntrichia princeps
Syntrichia princeps,Syntrichia princeps,Tropicos - Missouri Botanical Garden,0.988,Syntrichia princeps
Syntrichia ruralis,Syntrichia ruralis,Encyclopedia of Life,0.988,Syntrichia ruralis
Syntrichia ruralis,Syntrichia ruralis,Catalogue of Life Checklist,0.988,Syntrichia ruralis
Syntrichia ruralis,Syntrichia ruralis,Tropicos - Missouri Botanical Garden,0.988,Syntrichia ruralis
Syntrichia sucrosa,Syntrichia sucrosa,Encyclopedia of Life,0.988,Syntrichia sucrosa
Syntrichia sucrosa,Syntrichia sucrosa,Tropicos - Missouri Botanical Garden,0.988,Syntrichia sucrosa
Syntrichia viriscens,Syntrichia viriscens,Catalogue of Life Checklist,0.75,Syntrichia virescens
Syntrichia viriscens,Syntrichia viriscens,Encyclopedia of Life,0.75,Syntrichia virescens
Syntrichia viriscens,Syntrichia viriscens,Tropicos - Missouri Botanical Garden,0.75,Syntrichia virescens
Timmiella,Timmiella,Catalogue of Life Checklist,0.75,Timmiella
Timmiella,Timmiella,Encyclopedia of Life,0.75,Timmiella
Timmiella,Timmiella,Tropicos - Missouri Botanical Garden,0.75,Timmiella
Timmiella anomala,Timmiella anomala,Encyclopedia of Life,0.988,Timmiella anomala
Timmiella anomala,Timmiella anomala,Catalogue of Life Checklist,0.988,Timmiella anomala
Timmiella anomala,Timmiella anomala,Tropicos - Missouri Botanical Garden,0.988,Timmiella anomala
Timmiella crassinervis,Timmiella crassinervis,Encyclopedia of Life,0.988,Timmiella crassinervis
Timmiella crassinervis,Timmiella crassinervis,Catalogue of Life Checklist,0.988,Timmiella crassinervis
Timmiella crassinervis,Timmiella crassinervis,Tropicos - Missouri Botanical Garden,0.988,Timmiella crassinervis
Tortella,Tortella,Catalogue of Life Checklist,0.75,Tortella
Tortella,Tortella,Encyclopedia of Life,0.75,Tortella
Tortella,Tortella,Tropicos - Missouri Botanical Garden,0.75,Tortella
Tortella tortuosa,Tortella tortuosa,Encyclopedia of Life,0.988,Tortella tortuosa
Tortella tortuosa,Tortella tortuosa,Catalogue of Life Checklist,0.988,Tortella tortuosa
Tortella tortuosa,Tortella tortuosa,Tropicos - Missouri Botanical Garden,0.988,Tortella tortuosa
Tortula,Tortula,Catalogue of Life Checklist,0.75,Tortula
Tortula,Tortula,Encyclopedia of Life,0.75,Tortula
Tortula,Tortula,Tropicos - Missouri Botanical Garden,0.75,Tortula
Tortula,Tortula,The International Plant Names Index,0.75,Tortula
Tortula acaulon,Tortula acaulon,Encyclopedia of Life,0.988,Tortula acaulon
Tortula acaulon,Tortula acaulon,Catalogue of Life Checklist,0.988,Tortula acaulon
Tortula acaulon,Tortula acaulon,Tropicos - Missouri Botanical Garden,0.988,Tortula acaulon
Tortula amplexa,Tortula amplexa,Encyclopedia of Life,0.988,Tortula amplexa
Tortula amplexa,Tortula amplexa,Tropicos - Missouri Botanical Garden,0.988,Tortula amplexa
Tortula atrovirens,Tortula atrovirens,Encyclopedia of Life,0.988,Tortula atrovirens
Tortula atrovirens,Tortula atrovirens,Catalogue of Life Checklist,0.988,Tortula atrovirens
Tortula atrovirens,Tortula atrovirens,Tropicos - Missouri Botanical Garden,0.988,Tortula atrovirens
Tortula bolanderi,Tortula bolanderi,Encyclopedia of Life,0.988,Tortula bolanderi
Tortula bolanderi,Tortula bolanderi,Tropicos - Missouri Botanical Garden,0.988,Tortula bolanderi
Tortula brevipes,Tortula brevipes,Encyclopedia of Life,0.988,Tortula brevipes
Tortula brevipes,Tortula brevipes,Catalogue of Life Checklist,0.988,Tortula brevipes
Tortula brevipes,Tortula brevipes,Tropicos - Missouri Botanical Garden,0.988,Tortula brevipes
Tortula californica,Tortula californica,Encyclopedia of Life,0.988,Tortula californica
Tortula californica,Tortula californica,Catalogue of Life Checklist,0.988,Tortula californica
Tortula californica,Tortula californica,Tropicos - Missouri Botanical Garden,0.988,Tortula californica
Tortula guepinii,Tortula guepinii,Encyclopedia of Life,0.988,Tortula guepinii
Tortula guepinii,Tortula guepinii,Catalogue of Life Checklist,0.988,Tortula guepinii
Tortula guepinii,Tortula guepinii,Tropicos - Missouri Botanical Garden,0.988,Tortula guepinii
Tortula hoppeana,Tortula hoppeana,Encyclopedia of Life,0.988,Tortula hoppeana
Tortula hoppeana,Tortula hoppeana,Tropicos - Missouri Botanical Garden,0.988,Tortula hoppeana
Tortula inermis,Tortula inermis,Encyclopedia of Life,0.988,Tortula inermis
Tortula inermis,Tortula inermis,Tropicos - Missouri Botanical Garden,0.988,Tortula inermis
Tortula leucostoma,Tortula leucostoma,Encyclopedia of Life,0.988,Tortula leucostoma
Tortula leucostoma,Tortula leucostoma,Catalogue of Life Checklist,0.988,Tortula leucostoma
Tortula leucostoma,Tortula leucostoma,Tropicos - Missouri Botanical Garden,0.988,Tortula leucostoma
Tortula mucronifolia,Tortula mucronifolia,Encyclopedia of Life,0.988,Tortula mucronifolia
Tortula mucronifolia,Tortula mucronifolia,Catalogue of Life Checklist,0.988,Tortula mucronifolia
Tortula mucronifolia,Tortula mucronifolia,Tropicos - Missouri Botanical Garden,0.988,Tortula mucronifolia
Tortula muralis,Tortula muralis,Encyclopedia of Life,0.988,Tortula muralis
Tortula muralis,Tortula muralis,Catalogue of Life Checklist,0.988,Tortula muralis
Tortula muralis,Tortula muralis,Tropicos - Missouri Botanical Garden,0.988,Tortula muralis
Tortula obtusifolia,Tortula obtusifolia,Encyclopedia of Life,0.988,Tortula obtusifolia
Tortula obtusifolia,Tortula obtusifolia,Catalogue of Life Checklist,0.988,Tortula obtusifolia
Tortula obtusifolia,Tortula obtusifolia,Tropicos - Missouri Botanical Garden,0.988,Tortula obtusifolia
Tortula plinthobia,Tortula plinthobia,Encyclopedia of Life,0.988,Tortula plinthobia
Tortula plinthobia,Tortula plinthobia,Catalogue of Life Checklist,0.988,Tortula plinthobia
Tortula plinthobia,Tortula plinthobia,Tropicos - Missouri Botanical Garden,0.988,Tortula plinthobia
Tortula protobryoides,Tortula protobryoides,Encyclopedia of Life,0.988,Tortula protobryoides
Tortula protobryoides,Tortula protobryoides,Catalogue of Life Checklist,0.988,Tortula protobryoides
Tortula protobryoides,Tortula protobryoides,Tropicos - Missouri Botanical Garden,0.988,Tortula protobryoides
Tortula subulata,Tortula subulata,Encyclopedia of Life,0.988,Tortula subulata
Tortula subulata,Tortula subulata,Catalogue of Life Checklist,0.988,Tortula subulata
Tortula subulata,Tortula subulata,Tropicos - Missouri Botanical Garden,0.988,Tortula subulata
Tortula systylia,Tortula systylia,Encyclopedia of Life,0.988,Tortula systylia
Tortula systylia,Tortula systylia,Catalogue of Life Checklist,0.988,Tortula systylia
Tortula systylia,Tortula systylia,Tropicos - Missouri Botanical Garden,0.988,Tortula systylia
Trichostemmum brachydontium,Trichostemmum brachydontium,Catalogue of Life Checklist,0.75,Trichostomum brachydontium
Trichostemmum brachydontium,Trichostemmum brachydontium,Encyclopedia of Life,0.75,Trichostomum brachydontium
Trichostemmum brachydontium,Trichostemmum brachydontium,Tropicos - Missouri Botanical Garden,0.75,Trichostomum brachydontium
Trichostemmum crispulum,Trichostemmum crispulum,Catalogue of Life Checklist,0.75,Trichostomum crispulum
Trichostemmum crispulum,Trichostemmum crispulum,Encyclopedia of Life,0.75,Trichostomum crispulum
Trichostemmum crispulum,Trichostemmum crispulum,Tropicos - Missouri Botanical Garden,0.75,Trichostomum crispulum
Trichostemmum sweetii,Trichostemmum sweetii,Catalogue of Life Checklist,0.75,Trichostomum sweetii
Trichostemmum sweetii,Trichostemmum sweetii,Encyclopedia of Life,0.75,Trichostomum sweetii
Trichostemmum sweetii,Trichostemmum sweetii,Tropicos - Missouri Botanical Garden,0.75,Trichostomum sweetii
Triquetrella,Triquetrella,Catalogue of Life Checklist,0.75,Triquetrella
Triquetrella,Triquetrella,Encyclopedia of Life,0.75,Triquetrella
Triquetrella,Triquetrella,Tropicos - Missouri Botanical Garden,0.75,Triquetrella
Triquetrella californica,Triquetrella californica,Encyclopedia of Life,0.988,Triquetrella californica
Triquetrella californica,Triquetrella californica,Catalogue of Life Checklist,0.988,Triquetrella californica
Triquetrella californica,Triquetrella californica,Tropicos - Missouri Botanical Garden,0.988,Triquetrella californica
Weissia,Weissia,Catalogue of Life Checklist,0.75,Weissia
Weissia,Weissia,Encyclopedia of Life,0.75,Weissia
Weissia,Weissia,Index Fungorum (Species Fungorum),0.75,Weissia
Weissia,Weissia,Tropicos - Missouri Botanical Garden,0.75,Weissia
Weissia condensa,Weissia condensa,Encyclopedia of Life,0.988,Weissia condensa
Weissia condensa,Weissia condensa,Catalogue of Life Checklist,0.988,Weissia condensa
Weissia condensa,Weissia condensa,Tropicos - Missouri Botanical Garden,0.988,Weissia condensa
Weissia controversa,Weissia controversa,Encyclopedia of Life,0.988,Weissia controversa
Weissia controversa,Weissia controversa,Catalogue of Life Checklist,0.988,Weissia controversa
Weissia controversa,Weissia controversa,Tropicos - Missouri Botanical Garden,0.988,Weissia controversa
Weissia inoperculata,Weissia inoperculata,Encyclopedia of Life,0.988,Weissia inoperculata
Weissia inoperculata,Weissia inoperculata,Catalogue of Life Checklist,0.988,Weissia inoperculata
Weissia inoperculata,Weissia inoperculata,Tropicos - Missouri Botanical Garden,0.988,Weissia inoperculata
Weissia ligulaefolia,Weissia ligulaefolia,Encyclopedia of Life,0.988,Weissia ligulaefolia
Weissia ligulaefolia,Weissia ligulaefolia,Catalogue of Life Checklist,0.988,Weissia ligulaefolia
Tomentypnum,Tomentypnum,Catalogue of Life Checklist,0.75,Tomentypnum
Tomentypnum,Tomentypnum,Encyclopedia of Life,0.75,Tomentypnum
Tomentypnum,Tomentypnum,Tropicos - Missouri Botanical Garden,0.75,Tomentypnum
Tomentypnum nitens,Tomentypnum nitens,Encyclopedia of Life,0.988,Tomentypnum nitens
Tomentypnum nitens,Tomentypnum nitens,Catalogue of Life Checklist,0.988,Tomentypnum nitens
Tomentypnum nitens,Tomentypnum nitens,Tropicos - Missouri Botanical Garden,0.988,Tomentypnum nitens
