user_supplied_name,submitted_name,data_source_title,score,matched_name2
Cantharidae,Cantharidae,Catalogue of Life Checklist,0.75,Cantharidae
Cantharidae,Cantharidae,Encyclopedia of Life,0.75,Cantharidae
Carcinophoridae,Carcinophoridae,Encyclopedia of Life,0.75,Carcinophoridae
Carabidae,Carabidae,Encyclopedia of Life,0.75,Carabidae
Carabidae,Carabidae,Catalogue of Life Checklist,0.75,Carabidae
Cercopidae,Cercopidae,Catalogue of Life Checklist,0.75,Cercopidae
Cercopidae,Cercopidae,Encyclopedia of Life,0.75,Cercopidae
Cheiridiidae,Cheiridiidae,Encyclopedia of Life,0.75,Cheiridiidae
Cheiridiidae,Cheiridiidae,Catalogue of Life Checklist,0.75,Cheiridiidae
Chelisochidae,Chelisochidae,Encyclopedia of Life,0.75,Chelisochidae
Chelisochidae,Chelisochidae,Catalogue of Life Checklist,0.75,Chelisochidae
Cerambycidae,Cerambycidae,Catalogue of Life Checklist,0.75,Cerambycidae
Cerambycidae,Cerambycidae,Encyclopedia of Life,0.75,Cerambycidae
Chrysopidae,Chrysopidae,Catalogue of Life Checklist,0.75,Chrysopidae
Chrysopidae,Chrysopidae,Encyclopedia of Life,0.75,Chrysopidae
Chthoniidae,Chthoniidae,Encyclopedia of Life,0.75,Chthoniidae
Chthoniidae,Chthoniidae,Catalogue of Life Checklist,0.75,Chthoniidae
Cicadellidae,Cicadellidae,Encyclopedia of Life,0.75,Cicadellidae
Cicadellidae,Cicadellidae,Catalogue of Life Checklist,0.75,Cicadellidae
Clastopteridae,Clastopteridae,Catalogue of Life Checklist,0.75,Clastopteridae
Clastopteridae,Clastopteridae,Encyclopedia of Life,0.75,Clastopteridae
Chrysomelidae,Chrysomelidae,Encyclopedia of Life,0.75,Chrysomelidae
Chrysomelidae,Chrysomelidae,Catalogue of Life Checklist,0.75,Chrysomelidae
Clubionidae,Clubionidae,Catalogue of Life Checklist,0.75,Clubionidae
