"","user_supplied_name","submitted_name","data_source_title","score","matched_name2"
"1","Amblystegium juratzkanum","Amblystegium juratzkanum","Encyclopedia of Life",0.988,"Amblystegium juratzkanum"
"2","Amblystegium juratzkanum","Amblystegium juratzkanum","Catalogue of Life Checklist",0.988,"Amblystegium juratzkanum"
"3","Amblystegium juratzkanum","Amblystegium juratzkanum","Tropicos - Missouri Botanical Garden",0.988,"Amblystegium juratzkanum"
"4","Amblystegium radicale","Amblystegium radicale","Tropicos - Missouri Botanical Garden",0.988,"Amblystegium radicale"
"5","Amblystegium serpens","Amblystegium serpens","Encyclopedia of Life",0.988,"Amblystegium serpens"
"6","Amblystegium serpens","Amblystegium serpens","Catalogue of Life Checklist",0.988,"Amblystegium serpens"
"7","Amblystegium serpens","Amblystegium serpens","Tropicos - Missouri Botanical Garden",0.988,"Amblystegium serpens"
"8","Amblystegium varium","Amblystegium varium","Encyclopedia of Life",0.988,"Amblystegium varium"
"9","Amblystegium varium","Amblystegium varium","Tropicos - Missouri Botanical Garden",0.988,"Amblystegium varium"
"10","Campylium chrysophyllum","Campylium chrysophyllum","Encyclopedia of Life",0.988,"Campylium chrysophyllum"
"11","Campylium chrysophyllum","Campylium chrysophyllum","Catalogue of Life Checklist",0.988,"Campylium chrysophyllum"
"12","Campylium chrysophyllum","Campylium chrysophyllum","Tropicos - Missouri Botanical Garden",0.988,"Campylium chrysophyllum"
"13","Campylium hispidulum","Campylium hispidulum","Encyclopedia of Life",0.988,"Campylium hispidulum"
"14","Campylium hispidulum","Campylium hispidulum","Catalogue of Life Checklist",0.988,"Campylium hispidulum"
"15","Campylium hispidulum","Campylium hispidulum","Tropicos - Missouri Botanical Garden",0.988,"Campylium hispidulum"
"16","Campylium stellatum","Campylium stellatum","Encyclopedia of Life",0.988,"Campylium stellatum"
"17","Campylium stellatum","Campylium stellatum","Tropicos - Missouri Botanical Garden",0.988,"Campylium stellatum"
"18","Conardia compacta","Conardia compacta","Encyclopedia of Life",0.988,"Conardia compacta"
"19","Conardia compacta","Conardia compacta","Catalogue of Life Checklist",0.988,"Conardia compacta"
"20","Conardia compacta","Conardia compacta","Tropicos - Missouri Botanical Garden",0.988,"Conardia compacta"
"21","Cratoneuron filicinum","Cratoneuron filicinum","Encyclopedia of Life",0.988,"Cratoneuron filicinum"
"22","Cratoneuron filicinum","Cratoneuron filicinum","Catalogue of Life Checklist",0.988,"Cratoneuron filicinum"
"23","Cratoneuron filicinum","Cratoneuron filicinum","Tropicos - Missouri Botanical Garden",0.988,"Cratoneuron filicinum"
"24","Drepanocladus aduncus","Drepanocladus aduncus","Encyclopedia of Life",0.988,"Drepanocladus aduncus"
"25","Drepanocladus aduncus","Drepanocladus aduncus","Catalogue of Life Checklist",0.988,"Drepanocladus aduncus"
"26","Drepanocladus aduncus","Drepanocladus aduncus","Tropicos - Missouri Botanical Garden",0.988,"Drepanocladus aduncus"
"27","Drepanocladus capillifolius","Drepanocladus capillifolius","Encyclopedia of Life",0.988,"Drepanocladus capillifolius"
"28","Drepanocladus capillifolius","Drepanocladus capillifolius","Tropicos - Missouri Botanical Garden",0.988,"Drepanocladus capillifolius"
"29","Drepanocladus polycarpos","Drepanocladus polycarpos","Tropicos - Missouri Botanical Garden",0.988,"Drepanocladus polycarpos"
"30","Drepanocladus polygamus","Drepanocladus polygamus","Encyclopedia of Life",0.988,"Drepanocladus polygamus"
"31","Drepanocladus polygamus","Drepanocladus polygamus","Tropicos - Missouri Botanical Garden",0.988,"Drepanocladus polygamus"
"32","Drepanocladus sordidus","Drepanocladus sordidus","Encyclopedia of Life",0.988,"Drepanocladus sordidus"
"33","Drepanocladus sordidus","Drepanocladus sordidus","Catalogue of Life Checklist",0.988,"Drepanocladus sordidus"
"34","Drepanocladus sordidus","Drepanocladus sordidus","Tropicos - Missouri Botanical Garden",0.988,"Drepanocladus sordidus"
"35","Hygroamblystegium tenax","Hygroamblystegium tenax","Encyclopedia of Life",0.988,"Hygroamblystegium tenax"
"36","Hygroamblystegium tenax","Hygroamblystegium tenax","Catalogue of Life Checklist",0.988,"Hygroamblystegium tenax"
"37","Hygroamblystegium tenax","Hygroamblystegium tenax","Tropicos - Missouri Botanical Garden",0.988,"Hygroamblystegium tenax"
"38","Hygrophynum alpinum","Hygrophynum alpinum","Catalogue of Life Checklist",0.75,"Hygrohypnum alpinum"
"39","Hygrophynum alpinum","Hygrophynum alpinum","Encyclopedia of Life",0.75,"Hygrohypnum alpinum"
"40","Hygrophynum alpinum","Hygrophynum alpinum","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum alpinum"
"41","Hygrophynum bestii","Hygrophynum bestii","Catalogue of Life Checklist",0.75,"Hygrohypnum bestii"
"42","Hygrophynum bestii","Hygrophynum bestii","Encyclopedia of Life",0.75,"Hygrohypnum bestii"
"43","Hygrophynum bestii","Hygrophynum bestii","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum bestii"
"44","Hygrophynum cochlearifolium","Hygrophynum cochlearifolium","Catalogue of Life Checklist",0.75,"Hygrohypnum cochlearifolium"
"45","Hygrophynum cochlearifolium","Hygrophynum cochlearifolium","Encyclopedia of Life",0.75,"Hygrohypnum cochlearifolium"
"46","Hygrophynum cochlearifolium","Hygrophynum cochlearifolium","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum cochleariifolium"
"47","Hygrophynum duriusculum","Hygrophynum duriusculum","Catalogue of Life Checklist",0.75,"Hygrohypnum duriusculum"
"48","Hygrophynum duriusculum","Hygrophynum duriusculum","Encyclopedia of Life",0.75,"Hygrohypnum duriusculum"
"49","Hygrophynum duriusculum","Hygrophynum duriusculum","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum duriusculum"
"50","Hygrophynum luridum","Hygrophynum luridum","Catalogue of Life Checklist",0.75,"Hygrohypnum luridum"
"51","Hygrophynum luridum","Hygrophynum luridum","Encyclopedia of Life",0.75,"Hygrohypnum luridum"
"52","Hygrophynum luridum","Hygrophynum luridum","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum luridum"
"53","Hygrophynum molle","Hygrophynum molle","Catalogue of Life Checklist",0.75,"Hygrohypnum molle"
"54","Hygrophynum molle","Hygrophynum molle","Encyclopedia of Life",0.75,"Hygrohypnum molle"
"55","Hygrophynum molle","Hygrophynum molle","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum molle"
"56","Hygrophynum ochraceum","Hygrophynum ochraceum","Catalogue of Life Checklist",0.75,"Hygrohypnum ochraceum"
"57","Hygrophynum ochraceum","Hygrophynum ochraceum","Encyclopedia of Life",0.75,"Hygrohypnum ochraceum"
"58","Hygrophynum ochraceum","Hygrophynum ochraceum","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum ochraceum"
"59","Hygrophynum smithii","Hygrophynum smithii","Catalogue of Life Checklist",0.75,"Hygrohypnum smithii"
"60","Hygrophynum smithii","Hygrophynum smithii","Encyclopedia of Life",0.75,"Hygrohypnum smithii"
"61","Hygrophynum smithii","Hygrophynum smithii","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum smithii"
"62","Hygrophynum styriacum","Hygrophynum styriacum","Catalogue of Life Checklist",0.75,"Hygrohypnum styriacum"
"63","Hygrophynum styriacum","Hygrophynum styriacum","Encyclopedia of Life",0.75,"Hygrohypnum styriacum"
"64","Hygrophynum styriacum","Hygrophynum styriacum","Tropicos - Missouri Botanical Garden",0.75,"Hygrohypnum styriacum"
"65","Leptodictyum humile","Leptodictyum humile","Encyclopedia of Life",0.988,"Leptodictyum humile"
"66","Leptodictyum humile","Leptodictyum humile","Catalogue of Life Checklist",0.988,"Leptodictyum humile"
"67","Leptodictyum humile","Leptodictyum humile","Tropicos - Missouri Botanical Garden",0.988,"Leptodictyum humile"
"68","Leptodictyum riparium","Leptodictyum riparium","Encyclopedia of Life",0.988,"Leptodictyum riparium"
"69","Leptodictyum riparium","Leptodictyum riparium","Catalogue of Life Checklist",0.988,"Leptodictyum riparium"
"70","Leptodictyum riparium","Leptodictyum riparium","Tropicos - Missouri Botanical Garden",0.988,"Leptodictyum riparium"
"71","Limprichtia revolens","Limprichtia revolens","Encyclopedia of Life",0.75,"Limprichtia revolvens"
"72","Limprichtia revolens","Limprichtia revolens","Tropicos - Missouri Botanical Garden",0.75,"Limprichtia revolvens"
"73","Palustriella commutata","Palustriella commutata","Encyclopedia of Life",0.988,"Palustriella commutata"
"74","Palustriella commutata","Palustriella commutata","Catalogue of Life Checklist",0.988,"Palustriella commutata"
"75","Palustriella commutata","Palustriella commutata","Tropicos - Missouri Botanical Garden",0.988,"Palustriella commutata"
"76","Pseudo-calliergon angustifolium","Pseudo-calliergon angustifolium","Catalogue of Life Checklist",0.75,"Pseudocalliergon angustifolium"
"77","Pseudo-calliergon angustifolium","Pseudo-calliergon angustifolium","Encyclopedia of Life",0.75,"Pseudocalliergon angustifolium"
"78","Pseudo-calliergon angustifolium","Pseudo-calliergon angustifolium","Tropicos - Missouri Botanical Garden",0.75,"Pseudocalliergon angustifolium"
"79","Sanionia uncinata","Sanionia uncinata","Encyclopedia of Life",0.988,"Sanionia uncinata"
"80","Sanionia uncinata","Sanionia uncinata","Catalogue of Life Checklist",0.988,"Sanionia uncinata"
"81","Sanionia uncinata","Sanionia uncinata","Tropicos - Missouri Botanical Garden",0.988,"Sanionia uncinata"
"82","Brachythecium albicans","Brachythecium albicans","Encyclopedia of Life",0.988,"Brachythecium albicans"
"83","Brachythecium albicans","Brachythecium albicans","Catalogue of Life Checklist",0.988,"Brachythecium albicans"
"84","Brachythecium albicans","Brachythecium albicans","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium albicans"
"85","Brachythecium asperrimum","Brachythecium asperrimum","Encyclopedia of Life",0.988,"Brachythecium asperrimum"
"86","Brachythecium asperrimum","Brachythecium asperrimum","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium asperrimum"
"87","Brachythecium bolanderi","Brachythecium bolanderi","Encyclopedia of Life",0.988,"Brachythecium bolanderi"
"88","Brachythecium bolanderi","Brachythecium bolanderi","Catalogue of Life Checklist",0.988,"Brachythecium bolanderi"
"89","Brachythecium bolanderi","Brachythecium bolanderi","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium bolanderi"
"90","Brachythecium calcareum","Brachythecium calcareum","Encyclopedia of Life",0.988,"Brachythecium calcareum"
"91","Brachythecium calcareum","Brachythecium calcareum","Catalogue of Life Checklist",0.988,"Brachythecium calcareum"
"92","Brachythecium calcareum","Brachythecium calcareum","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium calcareum"
"93","Brachythecium collinum ","Brachythecium collinum ","Catalogue of Life Checklist",0.75,"Brachythecium"
"94","Brachythecium collinum ","Brachythecium collinum ","Encyclopedia of Life",0.75,"Brachythecium"
"95","Brachythecium collinum ","Brachythecium collinum ","Tropicos - Missouri Botanical Garden",0.75,"Brachythecium"
"96","Brachytheciasstrum collinum ","Brachytheciasstrum collinum ","Encyclopedia of Life",0.5,"Brachytheciastrum"
"97","Brachytheciasstrum collinum ","Brachytheciasstrum collinum ","Tropicos - Missouri Botanical Garden",0.5,"Brachytheciastrum"
"98","Brachythecium erythrorrhizon","Brachythecium erythrorrhizon","Encyclopedia of Life",0.988,"Brachythecium erythrorrhizon"
"99","Brachythecium erythrorrhizon","Brachythecium erythrorrhizon","Catalogue of Life Checklist",0.988,"Brachythecium erythrorrhizon"
"100","Brachythecium erythrorrhizon","Brachythecium erythrorrhizon","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium erythrorrhizon"
"101","Brachythecium fendleri","Brachythecium fendleri","Encyclopedia of Life",0.988,"Brachythecium fendleri"
"102","Brachythecium fendleri","Brachythecium fendleri","Catalogue of Life Checklist",0.988,"Brachythecium fendleri"
"103","Brachythecium fendleri","Brachythecium fendleri","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium fendleri"
"104","Brachythecium frigidum","Brachythecium frigidum","Encyclopedia of Life",0.988,"Brachythecium frigidum"
"105","Brachythecium frigidum","Brachythecium frigidum","Catalogue of Life Checklist",0.988,"Brachythecium frigidum"
"106","Brachythecium frigidum","Brachythecium frigidum","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium frigidum"
"107","Brachythecium holzingeri","Brachythecium holzingeri","Encyclopedia of Life",0.988,"Brachythecium holzingeri"
"108","Brachythecium holzingeri","Brachythecium holzingeri","Catalogue of Life Checklist",0.988,"Brachythecium holzingeri"
"109","Brachythecium holzingeri","Brachythecium holzingeri","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium holzingeri"
"110","Brachythecium leibergii","Brachythecium leibergii","Encyclopedia of Life",0.988,"Brachythecium leibergii"
"111","Brachythecium leibergii","Brachythecium leibergii","Catalogue of Life Checklist",0.988,"Brachythecium leibergii"
"112","Brachythecium leibergii","Brachythecium leibergii","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium leibergii"
"113","Brachythecium nelsonii","Brachythecium nelsonii","Encyclopedia of Life",0.988,"Brachythecium nelsonii"
"114","Brachythecium nelsonii","Brachythecium nelsonii","Catalogue of Life Checklist",0.988,"Brachythecium nelsonii"
"115","Brachythecium nelsonii","Brachythecium nelsonii","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium nelsonii"
"116","Brachythecium rivulari","Brachythecium rivulari","Catalogue of Life Checklist",0.75,"Brachythecium rivulare"
"117","Brachythecium rivulari","Brachythecium rivulari","Encyclopedia of Life",0.75,"Brachythecium rivulare"
"118","Brachythecium rivulari","Brachythecium rivulari","Tropicos - Missouri Botanical Garden",0.75,"Brachythecium rivulare"
"119","Brachythecium rutabulum","Brachythecium rutabulum","Encyclopedia of Life",0.988,"Brachythecium rutabulum"
"120","Brachythecium rutabulum","Brachythecium rutabulum","Catalogue of Life Checklist",0.988,"Brachythecium rutabulum"
"121","Brachythecium rutabulum","Brachythecium rutabulum","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium rutabulum"
"122","Brachythecium salebrosum","Brachythecium salebrosum","Encyclopedia of Life",0.988,"Brachythecium salebrosum"
"123","Brachythecium salebrosum","Brachythecium salebrosum","Catalogue of Life Checklist",0.988,"Brachythecium salebrosum"
"124","Brachythecium salebrosum","Brachythecium salebrosum","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium salebrosum"
"125","Brachythecium velutinum ","Brachythecium velutinum ","Catalogue of Life Checklist",0.75,"Brachythecium"
"126","Brachythecium velutinum ","Brachythecium velutinum ","Encyclopedia of Life",0.75,"Brachythecium"
"127","Brachythecium velutinum ","Brachythecium velutinum ","Tropicos - Missouri Botanical Garden",0.75,"Brachythecium"
"128","Brachytheciastrum velutinum ","Brachytheciastrum velutinum ","Encyclopedia of Life",0.75,"Brachytheciastrum"
"129","Brachytheciastrum velutinum ","Brachytheciastrum velutinum ","Tropicos - Missouri Botanical Garden",0.75,"Brachytheciastrum"
"130","Brachythecium venustum","Brachythecium venustum","Encyclopedia of Life",0.988,"Brachythecium venustum"
"131","Brachythecium venustum","Brachythecium venustum","Catalogue of Life Checklist",0.988,"Brachythecium venustum"
"132","Brachythecium venustum","Brachythecium venustum","Tropicos - Missouri Botanical Garden",0.988,"Brachythecium venustum"
"133","Eurhynchiastrum pulchellum","Eurhynchiastrum pulchellum","Encyclopedia of Life",0.988,"Eurhynchiastrum pulchellum"
"134","Eurhynchiastrum pulchellum","Eurhynchiastrum pulchellum","Tropicos - Missouri Botanical Garden",0.988,"Eurhynchiastrum pulchellum"
"135","Homalothecium aureum ","Homalothecium aureum ","Catalogue of Life Checklist",0.75,"Homalothecium"
"136","Homalothecium aureum ","Homalothecium aureum ","Encyclopedia of Life",0.75,"Homalothecium"
"137","Homalothecium aureum ","Homalothecium aureum ","Tropicos - Missouri Botanical Garden",0.75,"Homalothecium"
"138","Homalothecium californicum","Homalothecium californicum","Encyclopedia of Life",0.988,"Homalothecium californicum"
"139","Homalothecium californicum","Homalothecium californicum","Tropicos - Missouri Botanical Garden",0.988,"Homalothecium californicum"
"140","Homalothecium fulgescens","Homalothecium fulgescens","Encyclopedia of Life",0.988,"Homalothecium fulgescens"
"141","Homalothecium fulgescens","Homalothecium fulgescens","Tropicos - Missouri Botanical Garden",0.988,"Homalothecium fulgescens"
"142","Homalothecium nevadense","Homalothecium nevadense","Encyclopedia of Life",0.988,"Homalothecium nevadense"
"143","Homalothecium nevadense","Homalothecium nevadense","Catalogue of Life Checklist",0.988,"Homalothecium nevadense"
"144","Homalothecium nevadense","Homalothecium nevadense","Tropicos - Missouri Botanical Garden",0.988,"Homalothecium nevadense"
"145","Homalothecium nuttalli","Homalothecium nuttalli","Catalogue of Life Checklist",0.75,"Homalothecium nuttallii"
"146","Homalothecium nuttalli","Homalothecium nuttalli","Encyclopedia of Life",0.75,"Homalothecium nuttallii"
"147","Homalothecium nuttalli","Homalothecium nuttalli","Tropicos - Missouri Botanical Garden",0.75,"Homalothecium nuttallii"
"148","Homalothecium pinnatifidum","Homalothecium pinnatifidum","Encyclopedia of Life",0.988,"Homalothecium pinnatifidum"
"149","Homalothecium pinnatifidum","Homalothecium pinnatifidum","Tropicos - Missouri Botanical Garden",0.988,"Homalothecium pinnatifidum"
"150","Kindbergia oregana","Kindbergia oregana","Encyclopedia of Life",0.988,"Kindbergia oregana"
"151","Kindbergia oregana","Kindbergia oregana","Tropicos - Missouri Botanical Garden",0.988,"Kindbergia oregana"
"152","Kindbergia praelonga","Kindbergia praelonga","Encyclopedia of Life",0.988,"Kindbergia praelonga"
"153","Kindbergia praelonga","Kindbergia praelonga","Tropicos - Missouri Botanical Garden",0.988,"Kindbergia praelonga"
"154","Platyhypnidium pringlei","Platyhypnidium pringlei","Encyclopedia of Life",0.988,"Platyhypnidium pringlei"
"155","Platyhypnidium pringlei","Platyhypnidium pringlei","Catalogue of Life Checklist",0.988,"Platyhypnidium pringlei"
"156","Platyhypnidium pringlei","Platyhypnidium pringlei","Tropicos - Missouri Botanical Garden",0.988,"Platyhypnidium pringlei"
"157","Platyhypnidium riparioides","Platyhypnidium riparioides","Encyclopedia of Life",0.988,"Platyhypnidium riparioides"
"158","Platyhypnidium riparioides","Platyhypnidium riparioides","Catalogue of Life Checklist",0.988,"Platyhypnidium riparioides"
"159","Platyhypnidium riparioides","Platyhypnidium riparioides","Tropicos - Missouri Botanical Garden",0.988,"Platyhypnidium riparioides"
"160","Pseudoscleropodium purum","Pseudoscleropodium purum","Encyclopedia of Life",0.988,"Pseudoscleropodium purum"
"161","Pseudoscleropodium purum","Pseudoscleropodium purum","Catalogue of Life Checklist",0.988,"Pseudoscleropodium purum"
"162","Pseudoscleropodium purum","Pseudoscleropodium purum","Tropicos - Missouri Botanical Garden",0.988,"Pseudoscleropodium purum"
"163","Rhynchostegium aquaticum ","Rhynchostegium aquaticum ","Catalogue of Life Checklist",0.75,"Rhynchostegium"
"164","Rhynchostegium aquaticum ","Rhynchostegium aquaticum ","Encyclopedia of Life",0.75,"Rhynchostegium"
"165","Rhynchostegium aquaticum ","Rhynchostegium aquaticum ","Tropicos - Missouri Botanical Garden",0.75,"Rhynchostegium"
"166","Rhynchostegium serrulatum ","Rhynchostegium serrulatum ","Catalogue of Life Checklist",0.75,"Rhynchostegium"
"167","Rhynchostegium serrulatum ","Rhynchostegium serrulatum ","Encyclopedia of Life",0.75,"Rhynchostegium"
"168","Rhynchostegium serrulatum ","Rhynchostegium serrulatum ","Tropicos - Missouri Botanical Garden",0.75,"Rhynchostegium"
"169","Tomentypnum nitens","Tomentypnum nitens","Encyclopedia of Life",0.988,"Tomentypnum nitens"
"170","Tomentypnum nitens","Tomentypnum nitens","Catalogue of Life Checklist",0.988,"Tomentypnum nitens"
"171","Tomentypnum nitens","Tomentypnum nitens","Tropicos - Missouri Botanical Garden",0.988,"Tomentypnum nitens"
"172","Trachybryum megaptilum","Trachybryum megaptilum","Encyclopedia of Life",0.988,"Trachybryum megaptilum"
"173","Trachybryum megaptilum","Trachybryum megaptilum","Catalogue of Life Checklist",0.988,"Trachybryum megaptilum"
"174","Trachybryum megaptilum","Trachybryum megaptilum","Tropicos - Missouri Botanical Garden",0.988,"Trachybryum megaptilum"
"175","Fabronia pusilla","Fabronia pusilla","Encyclopedia of Life",0.988,"Fabronia pusilla"
"176","Fabronia pusilla","Fabronia pusilla","Catalogue of Life Checklist",0.988,"Fabronia pusilla"
"177","Fabronia pusilla","Fabronia pusilla","Tropicos - Missouri Botanical Garden",0.988,"Fabronia pusilla"
"178","Dichelyma uncinatum","Dichelyma uncinatum","Encyclopedia of Life",0.988,"Dichelyma uncinatum"
"179","Dichelyma uncinatum","Dichelyma uncinatum","Catalogue of Life Checklist",0.988,"Dichelyma uncinatum"
"180","Dichelyma uncinatum","Dichelyma uncinatum","Tropicos - Missouri Botanical Garden",0.988,"Dichelyma uncinatum"
"181","Fontinalis antipyretica","Fontinalis antipyretica","Encyclopedia of Life",0.988,"Fontinalis antipyretica"
"182","Fontinalis antipyretica","Fontinalis antipyretica","Catalogue of Life Checklist",0.988,"Fontinalis antipyretica"
"183","Fontinalis antipyretica","Fontinalis antipyretica","Tropicos - Missouri Botanical Garden",0.988,"Fontinalis antipyretica"
"184","Fontinalis chrysophylla","Fontinalis chrysophylla","Encyclopedia of Life",0.988,"Fontinalis chrysophylla"
"185","Fontinalis chrysophylla","Fontinalis chrysophylla","Catalogue of Life Checklist",0.988,"Fontinalis chrysophylla"
"186","Fontinalis chrysophylla","Fontinalis chrysophylla","Tropicos - Missouri Botanical Garden",0.988,"Fontinalis chrysophylla"
"187","Fontinalis gigantea","Fontinalis gigantea","Encyclopedia of Life",0.988,"Fontinalis gigantea"
"188","Fontinalis gigantea","Fontinalis gigantea","Catalogue of Life Checklist",0.988,"Fontinalis gigantea"
"189","Fontinalis gigantea","Fontinalis gigantea","Tropicos - Missouri Botanical Garden",0.988,"Fontinalis gigantea"
"190","Fontinalis howellii","Fontinalis howellii","Encyclopedia of Life",0.988,"Fontinalis howellii"
"191","Fontinalis howellii","Fontinalis howellii","Catalogue of Life Checklist",0.988,"Fontinalis howellii"
"192","Fontinalis howellii","Fontinalis howellii","Tropicos - Missouri Botanical Garden",0.988,"Fontinalis howellii"
"193","Fontinalis mollis","Fontinalis mollis","Encyclopedia of Life",0.988,"Fontinalis mollis"
"194","Fontinalis mollis","Fontinalis mollis","Catalogue of Life Checklist",0.988,"Fontinalis mollis"
"195","Fontinalis mollis","Fontinalis mollis","Tropicos - Missouri Botanical Garden",0.988,"Fontinalis mollis"
"196","Fontinalis neomexicana","Fontinalis neomexicana","Encyclopedia of Life",0.988,"Fontinalis neomexicana"
"197","Fontinalis neomexicana","Fontinalis neomexicana","Catalogue of Life Checklist",0.988,"Fontinalis neomexicana"
"198","Fontinalis neomexicana","Fontinalis neomexicana","Tropicos - Missouri Botanical Garden",0.988,"Fontinalis neomexicana"
"199","Claopodium bolanderi","Claopodium bolanderi","Encyclopedia of Life",0.988,"Claopodium bolanderi"
"200","Claopodium bolanderi","Claopodium bolanderi","Catalogue of Life Checklist",0.988,"Claopodium bolanderi"
"201","Claopodium bolanderi","Claopodium bolanderi","Tropicos - Missouri Botanical Garden",0.988,"Claopodium bolanderi"
"202","Claopodium bolanderi","Claopodium bolanderi","The International Plant Names Index",0.988,"Claopodium bolanderi"
"203","Claopodium crispfolium","Claopodium crispfolium","Catalogue of Life Checklist",0.75,"Claopodium crispifolium"
"204","Claopodium crispfolium","Claopodium crispfolium","Encyclopedia of Life",0.75,"Claopodium crispifolium"
"205","Claopodium crispfolium","Claopodium crispfolium","Tropicos - Missouri Botanical Garden",0.75,"Claopodium crispifolium"
"206","Claopodium crispfolium","Claopodium crispfolium","Encyclopedia of Life",0.75,"Claopodium crispulum"
"207","Claopodium crispfolium","Claopodium crispfolium","Tropicos - Missouri Botanical Garden",0.75,"Claopodium crispulum"
"208","Claopodium whippleanum","Claopodium whippleanum","Encyclopedia of Life",0.988,"Claopodium whippleanum"
"209","Claopodium whippleanum","Claopodium whippleanum","Catalogue of Life Checklist",0.988,"Claopodium whippleanum"
"210","Claopodium whippleanum","Claopodium whippleanum","Tropicos - Missouri Botanical Garden",0.988,"Claopodium whippleanum"
"211","Leskea polycarpa","Leskea polycarpa","Encyclopedia of Life",0.988,"Leskea polycarpa"
"212","Leskea polycarpa","Leskea polycarpa","Catalogue of Life Checklist",0.988,"Leskea polycarpa"
"213","Leskea polycarpa","Leskea polycarpa","Tropicos - Missouri Botanical Garden",0.988,"Leskea polycarpa"
"214","Pseudoleskea incurvata","Pseudoleskea incurvata","Encyclopedia of Life",0.988,"Pseudoleskea incurvata"
"215","Pseudoleskea incurvata","Pseudoleskea incurvata","Catalogue of Life Checklist",0.988,"Pseudoleskea incurvata"
"216","Pseudoleskea incurvata","Pseudoleskea incurvata","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskea incurvata"
"217","Pseudoleskea patens","Pseudoleskea patens","Encyclopedia of Life",0.988,"Pseudoleskea patens"
"218","Pseudoleskea patens","Pseudoleskea patens","Catalogue of Life Checklist",0.988,"Pseudoleskea patens"
"219","Pseudoleskea patens","Pseudoleskea patens","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskea patens"
"220","Pseudoleskea radicosa","Pseudoleskea radicosa","Encyclopedia of Life",0.988,"Pseudoleskea radicosa"
"221","Pseudoleskea radicosa","Pseudoleskea radicosa","Catalogue of Life Checklist",0.988,"Pseudoleskea radicosa"
"222","Pseudoleskea radicosa","Pseudoleskea radicosa","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskea radicosa"
"223","Pseudoleskea radicosa var. pallida","Pseudoleskea radicosa var. pallida","Encyclopedia of Life",0.999,"Pseudoleskea radicosa pallida"
"224","Pseudoleskea radicosa var. pallida","Pseudoleskea radicosa var. pallida","Tropicos - Missouri Botanical Garden",0.999,"Pseudoleskea radicosa var. pallida"
"225","Pseudoleskea saviana","Pseudoleskea saviana","Encyclopedia of Life",0.988,"Pseudoleskea saviana"
"226","Pseudoleskea saviana","Pseudoleskea saviana","Catalogue of Life Checklist",0.988,"Pseudoleskea saviana"
"227","Pseudoleskea saviana","Pseudoleskea saviana","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskea saviana"
"228","Pseudoleskea stenophylla","Pseudoleskea stenophylla","Encyclopedia of Life",0.988,"Pseudoleskea stenophylla"
"229","Pseudoleskea stenophylla","Pseudoleskea stenophylla","Catalogue of Life Checklist",0.988,"Pseudoleskea stenophylla"
"230","Pseudoleskea stenophylla","Pseudoleskea stenophylla","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskea stenophylla"
"231","Pseudoleskea tribulosa","Pseudoleskea tribulosa","Encyclopedia of Life",0.988,"Pseudoleskea tribulosa"
"232","Pseudoleskea tribulosa","Pseudoleskea tribulosa","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskea tribulosa"
"233","Pseudoleskeella serpentinensis","Pseudoleskeella serpentinensis","Encyclopedia of Life",0.988,"Pseudoleskeella serpentinensis"
"234","Pseudoleskeella serpentinensis","Pseudoleskeella serpentinensis","Catalogue of Life Checklist",0.988,"Pseudoleskeella serpentinensis"
"235","Pseudoleskeella serpentinensis","Pseudoleskeella serpentinensis","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskeella serpentinensis"
"236","Pseudoleskeella tectorum","Pseudoleskeella tectorum","Encyclopedia of Life",0.988,"Pseudoleskeella tectorum"
"237","Pseudoleskeella tectorum","Pseudoleskeella tectorum","Catalogue of Life Checklist",0.988,"Pseudoleskeella tectorum"
"238","Pseudoleskeella tectorum","Pseudoleskeella tectorum","Tropicos - Missouri Botanical Garden",0.988,"Pseudoleskeella tectorum"
"239","Aulacomnium androgynum","Aulacomnium androgynum","Encyclopedia of Life",0.988,"Aulacomnium androgynum"
