Subfamily,Genus,Species,Subspecies,Author_Date,Arizona,California,BajaCalifornia,Colorado,NewMexico,Nevada,Sonora,Utah,GenSp,GenSpSp,TaxonomicLevelCode
Myrmicinae,Pheidole,desertorum,NA,"Wheeler, 1906",1,1,0,0,1,1,0,0,Pheidole desertorum,NA,60
Myrmicinae,Pheidole,diversipilosa,NA,"Wheeler, 1908",1,0,0,0,0,0,0,0,Pheidole diversipilosa,NA,60
Myrmicinae,Pheidole,furtiva,NA,"Wilson, 2003",1,0,0,0,0,0,0,0,Pheidole furtiva,NA,60
Myrmicinae,Pheidole,gilvescens,NA,"Creighton & Gregg, 1955",1,1,0,0,0,1,1,0,Pheidole gilvescens,NA,60
Myrmicinae,Pheidole,hyatti,NA,"Emery, 1895",1,1,1,1,1,1,1,1,Pheidole hyatti,NA,60
Myrmicinae,Pheidole,juniperae,NA,"Wilson, 2003",1,0,0,0,0,0,0,0,Pheidole juniperae,NA,60
Myrmicinae,Pheidole,marcidula,NA,"Wheeler, 1908",1,0,0,0,0,0,0,0,Pheidole marcidula,NA,60
Myrmicinae,Pheidole,micula,NA,"Wheeler, 1915",1,1,0,0,0,0,0,1,Pheidole micula,NA,60
Myrmicinae,Pheidole,militicida,NA,"Wheeler, 1915",1,0,0,0,0,0,0,0,Pheidole militicida,NA,60
Myrmicinae,Pheidole,obtusospinosa,NA,"Pergande, 1896",1,0,0,0,0,0,1,0,Pheidole obtusospinosa,NA,60
Myrmicinae,Pheidole,paiute,NA,"Gregg, 1959",1,1,0,0,0,1,0,1,Pheidole paiute,NA,60
Myrmicinae,Pheidole,pallidula,NA,"(Nylander, 1849)",1,0,0,0,1,0,1,0,Pheidole pallidula,NA,60
Myrmicinae,Pheidole,perpilosa,NA,"Wilson, 2003",1,0,0,0,1,0,0,0,Pheidole perpilosa,NA,60
Myrmicinae,Pheidole,pilifera,NA,"(Roger, 1863)",1,1,1,1,1,1,0,1,Pheidole pilifera,NA,60
Myrmicinae,Pheidole,portalensis,NA,"Wilson, 2003",1,0,0,0,0,0,0,0,Pheidole portalensis,NA,60
Myrmicinae,Pheidole,psammophila,NA,"Creighton & Gregg, 1955",1,1,1,0,0,0,0,0,Pheidole psammophila,NA,60
Myrmicinae,Pheidole,rhea,NA,"Wheeler, 1908",1,0,0,0,0,0,1,0,Pheidole rhea,NA,60
Myrmicinae,Pheidole,rugulosa,NA,"Gregg, 1959",1,1,0,0,1,0,0,0,Pheidole rugulosa,NA,60
Myrmicinae,Pheidole,sciara,NA,"Cole, 1955",1,0,0,0,1,0,0,0,Pheidole sciara,NA,60
Myrmicinae,Pheidole,sciophila,NA,"Wheeler, 1908",1,1,1,0,1,0,1,0,Pheidole sciophila,NA,60
Myrmicinae,Pheidole,senex,NA,"Gregg, 1952",1,0,0,1,1,0,0,1,Pheidole senex,NA,60
Myrmicinae,Pheidole,soritis,NA,"Wheeler, 1908",1,0,0,1,1,0,1,1,Pheidole soritis,NA,60
Myrmicinae,Pheidole,spadonia,NA,"Wheeler, 1915",1,0,0,0,0,0,0,0,Pheidole spadonia,NA,60
Myrmicinae,Pheidole,tepicana,NA,"Pergande, 1896",1,0,0,0,0,0,0,0,Pheidole tepicana,NA,60
Myrmicinae,Pheidole,tetra,NA,"Creighton, 1950",1,0,0,0,0,0,0,0,Pheidole tetra,NA,60
Myrmicinae,Pheidole,titanis,NA,"Wheeler, 1903",1,0,0,0,0,0,0,0,Pheidole titanis,NA,60
Myrmicinae,Pheidole,tysoni,NA,"Forel, 1901",1,0,0,0,1,0,0,0,Pheidole tysoni,NA,60
Myrmicinae,Pheidole,vallicola,NA,"Wheeler, 1915",1,0,0,0,0,0,0,0,Pheidole vallicola,NA,60
Myrmicinae,Pheidole,virago,NA,"Wheeler, 1915",1,0,0,0,0,0,0,0,Pheidole virago,NA,60
Myrmicinae,Pheidole,vistana,NA,"Forel, 1914",1,1,1,0,0,1,0,0,Pheidole vistana,NA,60
Myrmicinae,Pheidole,xerophila,NA,"Wheeler, 1908",1,1,0,0,1,1,1,0,Pheidole xerophila,NA,60
Myrmicinae,Pogonomyrmex,anergismus,NA,"Cole, 1954",1,0,0,0,1,0,0,0,Pogonomyrmex anergismus,NA,60
Myrmicinae,Pogonomyrmex,apache,NA,"Wheeler, 1902",1,0,0,1,1,0,1,0,Pogonomyrmex apache,NA,60
Myrmicinae,Pogonomyrmex,barbatus,NA,"(Smith, 1858)",1,0,0,1,1,0,0,0,Pogonomyrmex barbatus,NA,60
Myrmicinae,Pogonomyrmex,bicolor,NA,"Cole, 1968",1,0,0,0,0,0,1,0,Pogonomyrmex bicolor,NA,60
Myrmicinae,Pogonomyrmex,californicus,NA,"(Buckley, 1867)",1,1,1,0,1,1,1,1,Pogonomyrmex californicus,NA,60
Myrmicinae,Pogonomyrmex,colei,NA,"Snelling, 1982",1,1,0,0,0,1,0,0,Pogonomyrmex colei,NA,60
Myrmicinae,Pogonomyrmex,desertorum,NA,"Wheeler, 1902",1,1,0,0,1,0,0,0,Pogonomyrmex desertorum,NA,60
Myrmicinae,Pogonomyrmex,hoelldobleri,NA,"Johnson <i>et al.</i>, 2013",1,1,0,0,0,1,0,1,Pogonomyrmex hoelldobleri,NA,60
Myrmicinae,Pogonomyrmex,huachucanus,NA,"Wheeler, 1914",1,0,0,0,1,0,0,0,Pogonomyrmex huachucanus,NA,60
Myrmicinae,Pogonomyrmex,imberbiculus,NA,"Wheeler, 1902",1,1,0,0,1,0,1,0,Pogonomyrmex imberbiculus,NA,60
Myrmicinae,Pogonomyrmex,magnacanthus,NA,"Cole, 1968",1,1,0,0,0,0,0,0,Pogonomyrmex magnacanthus,NA,60
Myrmicinae,Pogonomyrmex,maricopa,NA,"Wheeler, 1914",1,1,0,1,1,1,1,1,Pogonomyrmex maricopa,NA,60
Myrmicinae,Pogonomyrmex,occidentalis,NA,"(Cresson, 1865)",1,1,0,1,1,1,0,1,Pogonomyrmex occidentalis,NA,60
Myrmicinae,Pogonomyrmex,pima,NA,"Wheeler, 1909",1,0,0,0,0,0,1,0,Pogonomyrmex pima,NA,60
Myrmicinae,Pogonomyrmex,rugosus,NA,"Emery, 1895",1,1,0,1,1,1,1,1,Pogonomyrmex rugosus,NA,60
Myrmicinae,Pogonomyrmex,tenuispinus,NA,"Forel, 1914",1,1,1,0,1,0,0,0,Pogonomyrmex tenuispinus,NA,60
Myrmicinae,Rogeria,cuneola,NA,"Kugler, 1994",1,0,0,0,0,0,0,0,Rogeria cuneola,NA,60
Myrmicinae,Solenopsis,amblychila,NA,"Wheeler, 1915",1,1,0,0,0,0,0,0,Solenopsis amblychila,NA,60
Myrmicinae,Solenopsis,aurea,NA,"Wheeler, 1906",1,1,0,0,1,0,1,1,Solenopsis aurea,NA,60
Myrmicinae,Solenopsis,carolinensis,NA,"Forel, 1901",1,0,0,1,1,0,0,1,Solenopsis carolinensis,NA,60
Myrmicinae,Solenopsis,geminata,NA,"(Fabricius, 1804)",1,0,0,0,0,0,0,0,Solenopsis geminata,NA,60
Myrmicinae,Solenopsis,krockowi,NA,"Wheeler, 1908",1,0,0,0,1,1,0,0,Solenopsis krockowi,NA,60
Myrmicinae,Solenopsis,molesta,NA,"(Say, 1836)",1,1,0,1,1,1,0,1,Solenopsis molesta,NA,60
Myrmicinae,Solenopsis,salina,NA,"Wheeler, 1908",1,1,0,1,1,0,0,1,Solenopsis salina,NA,60
Myrmicinae,Solenopsis,tennesseensis,NA,"Smith, 1951",1,1,0,0,0,0,0,0,Solenopsis tennesseensis,NA,60
Myrmicinae,Solenopsis,xyloni,NA,"McCook, 1880",1,1,1,1,1,1,1,1,Solenopsis xyloni,NA,60
Myrmicinae,Stenamma,chiricahua,NA,"Snelling, 1973",1,0,0,0,0,0,0,1,Stenamma chiricahua,NA,60
Myrmicinae,Stenamma,huachucanum,NA,"Smith, 1957",1,0,0,1,1,0,0,0,Stenamma huachucanum,NA,60
Myrmicinae,Stenamma,snellingi,NA,"Bolton, 1995",1,1,0,0,0,1,0,1,Stenamma snellingi,NA,60
Myrmicinae,Strumigenys,arizonica,NA,"(Ward, 1988)",1,0,0,0,0,0,0,0,Strumigenys arizonica,NA,60
Myrmicinae,Strumigenys,az01,NA,null,1,0,0,0,0,0,0,0,Strumigenys az01,NA,60
Myrmicinae,Strumigenys,chiricahua,NA,"(Ward, 1988)",1,0,0,0,0,0,0,0,Strumigenys chiricahua,NA,60
Myrmicinae,Strumigenys,membranifera,NA,"Emery, 1869",1,1,0,0,0,0,0,0,Strumigenys membranifera,NA,60
Myrmicinae,Strumigenys,mixta,NA,"Brown, 1953",1,0,0,0,0,0,0,0,Strumigenys mixta,NA,60
Myrmicinae,Strumigenys,superstes,NA,"Booher & Uhey, 2020",1,0,0,0,0,0,0,0,Strumigenys superstes,NA,60
Myrmicinae,Temnothorax,adustus,NA,"(Mackay, 2000)",1,0,0,0,0,0,0,0,Temnothorax adustus,NA,60
Myrmicinae,Temnothorax,andrei,NA,"(Emery, 1895)",1,1,1,1,0,1,0,1,Temnothorax andrei,NA,60
Myrmicinae,Temnothorax,arboreus,NA,"Snelling <i>et al.</i>, 2014",1,1,0,0,0,0,0,0,Temnothorax arboreus,NA,60
Myrmicinae,Temnothorax,bestelmeyeri,NA,"(Mackay, 2000)",1,0,0,0,1,0,0,0,Temnothorax bestelmeyeri,NA,60
Myrmicinae,Temnothorax,bristoli,NA,"(Mackay, 2000)",1,0,0,0,0,0,0,0,Temnothorax bristoli,NA,60
Myrmicinae,Temnothorax,ca09,NA,null,1,0,0,0,0,0,0,0,Temnothorax ca09,NA,60
Myrmicinae,Temnothorax,carinatus,NA,"(Cole, 1957)",1,0,0,0,1,0,0,1,Temnothorax carinatus,NA,60
Myrmicinae,Temnothorax,cokendolpheri,NA,"(Mackay, 2000)",1,0,0,1,1,0,0,0,Temnothorax cokendolpheri,NA,60
Myrmicinae,Temnothorax,emmae,NA,"(Mackay, 2000)",1,0,0,0,1,0,0,0,Temnothorax emmae,NA,60
Myrmicinae,Temnothorax,josephi,NA,"(Mackay, 2000)",1,0,0,0,1,0,0,0,Temnothorax josephi,NA,60
Myrmicinae,Temnothorax,neomexicanus,NA,"(Wheeler, 1903)",1,1,0,1,1,1,0,1,Temnothorax neomexicanus,NA,60
Myrmicinae,Temnothorax,nitens,NA,"(Emery, 1895)",1,1,1,1,1,1,0,1,Temnothorax nitens,NA,60
Myrmicinae,Temnothorax,obliquicanthus,NA,"(Cole, 1953)",1,1,1,1,1,0,0,1,Temnothorax obliquicanthus,NA,60
Myrmicinae,Temnothorax,obturator,NA,"(Wheeler, 1903)",1,0,0,0,0,0,0,0,Temnothorax obturator,NA,60
Myrmicinae,Temnothorax,pergandei,NA,"(Emery, 1895)",1,0,0,0,1,0,0,0,Temnothorax pergandei,NA,60
Myrmicinae,Temnothorax,politus,NA,"(Smith, 1939)",1,0,0,0,0,0,1,0,Temnothorax politus,NA,60
Myrmicinae,Temnothorax,pseudandrei,NA,"Snelling <i>et al.</i>, 2014",1,1,0,0,0,0,0,0,Temnothorax pseudandrei,NA,60
Myrmicinae,Temnothorax,punctithorax,NA,"(Mackay, 2000)",1,0,0,0,0,0,0,0,Temnothorax punctithorax,NA,60
Myrmicinae,Temnothorax,quercicola,NA,"Prebus, 2021",1,0,0,0,0,0,1,0,Temnothorax quercicola,NA,60
Myrmicinae,Temnothorax,rugatulus,NA,"(Emery, 1895)",1,1,1,1,1,1,1,1,Temnothorax rugatulus,NA,60
Myrmicinae,Temnothorax,silvestrii,NA,"(Santschi, 1911)",1,0,0,0,0,0,0,0,Temnothorax silvestrii,NA,60
Myrmicinae,Temnothorax,stenotyle,NA,"(Cole, 1956)",1,0,0,0,1,0,0,0,Temnothorax stenotyle,NA,60
Myrmicinae,Temnothorax,tricarinatus,NA,"(Emery, 1895)",1,0,0,1,1,0,0,1,Temnothorax tricarinatus,NA,60
Myrmicinae,Temnothorax,whitfordi,NA,"(Mackay, 2000)",1,1,1,0,1,1,0,0,Temnothorax whitfordi,NA,60
Myrmicinae,Tetramorium,hispidum,NA,"(Wheeler, 1915)",1,0,0,0,1,0,1,1,Tetramorium hispidum,NA,60
Myrmicinae,Tetramorium,sericeiventre,NA,"Emery, 1877",1,0,0,0,0,0,0,0,Tetramorium sericeiventre,NA,60
Myrmicinae,Tetramorium,spinosum,NA,"(Pergande, 1896)",1,1,0,0,0,0,0,0,Tetramorium spinosum,NA,60
Myrmicinae,Trachymyrmex,arizonensis,NA,"(Wheeler, 1907)",1,0,0,0,1,0,1,0,Trachymyrmex arizonensis,NA,60
Myrmicinae,Trachymyrmex,carinatus,NA,"Mackay & MacKay, 1997",1,0,0,0,1,0,0,0,Trachymyrmex carinatus,NA,60
Myrmicinae,Trachymyrmex,desertorum,NA,"(Wheeler, 1911)",1,0,0,0,0,0,0,0,Trachymyrmex desertorum,NA,60
Myrmicinae,Trachymyrmex,nogalensis,NA,"Byars, 1951",1,0,0,0,0,0,0,0,Trachymyrmex nogalensis,NA,60
Myrmicinae,Trachymyrmex,pomonae,NA,"Rabeling & Cover, 2007",1,0,0,0,0,0,0,0,Trachymyrmex pomonae,NA,60
Myrmicinae,Veromessor,pergandei,NA,"(Mayr, 1886)",1,1,1,0,0,1,1,0,Veromessor pergandei,NA,60
Myrmicinae,Veromessor,smithi,NA,"Cole, 1963",1,1,0,0,0,1,0,0,Veromessor smithi,NA,60
Ponerinae,Hypoponera,bca01,NA,null,1,0,0,0,0,0,0,0,Hypoponera bca01,NA,60
Ponerinae,Hypoponera,inexorata,NA,"(Wheeler, 1903)",1,0,0,0,0,0,0,0,Hypoponera inexorata,NA,60
Ponerinae,Hypoponera,opacior,NA,"(Forel, 1893)",1,1,0,1,1,1,1,1,Hypoponera opacior,NA,60
Ponerinae,Odontomachus,clarus,NA,"Roger, 1861",1,0,0,0,0,0,1,0,Odontomachus clarus,NA,60
Ponerinae,Odontomachus,desertorum,NA,"Wheeler, 1915",1,0,0,0,0,0,1,0,Odontomachus desertorum,NA,60
Pseudomyrmecinae,Pseudomyrmex,apache,NA,"Creighton, 1953",1,1,1,0,1,0,1,0,Pseudomyrmex apache,NA,60
Pseudomyrmecinae,Pseudomyrmex,pallidus,NA,"(Smith, 1855)",1,1,1,1,0,1,1,0,Pseudomyrmex pallidus,NA,60
Amblyoponinae,Stigmatomma,oregonense,NA,"Wheeler, 1915",0,1,0,0,0,0,0,0,Stigmatomma oregonense,NA,60
Dolichoderinae,Dorymyrmex,us-ca01,NA,null,0,1,0,0,0,0,0,0,Dorymyrmex us-ca01,NA,60
Dolichoderinae,Liometopum,occidentale,NA,"Emery, 1895",0,1,0,0,0,0,0,0,Liometopum occidentale,NA,60
Dolichoderinae,Tapinoma,schreiberi,NA,"Hamm, 2010",0,1,0,0,0,1,0,0,Tapinoma schreiberi,NA,60
Dolichoderinae,Technomyrmex,vitiensis,NA,"Mann, 1921",0,1,0,0,0,0,0,0,Technomyrmex vitiensis,NA,60
Dorylinae,Neivamyrmex,californicus,NA,"(Mayr, 1870)",0,1,0,0,0,0,0,0,Neivamyrmex californicus,NA,60
Dorylinae,Neivamyrmex,leonardi,NA,"(Wheeler, 1915)",0,1,0,0,0,0,0,0,Neivamyrmex leonardi,NA,60
Dorylinae,Neivamyrmex,mojave,NA,"(Smith, 1943)",0,1,0,0,0,0,0,0,Neivamyrmex mojave,NA,60
Dorylinae,Neivamyrmex,wilsoni,NA,"Snelling & Snelling, 2007",0,1,0,0,0,0,0,0,Neivamyrmex wilsoni,NA,60
Formicinae,Brachymyrmex,depilis_nr,NA,null,0,1,0,0,0,0,0,0,Brachymyrmex depilis_nr,NA,60
Formicinae,Camponotus,absquatulator,NA,"Snelling, 2006",0,1,1,0,0,0,0,0,Camponotus absquatulator,NA,60
Formicinae,Camponotus,anthrax,NA,"Wheeler, 1911",0,1,0,0,0,0,0,0,Camponotus anthrax,NA,60
Formicinae,Camponotus,bakeri,NA,"Wheeler, 1904",0,1,0,0,0,0,0,0,Camponotus bakeri,NA,60
Formicinae,Camponotus,clarithorax,NA,"Creighton, 1950",0,1,1,0,0,0,0,1,Camponotus clarithorax,NA,60
Formicinae,Camponotus,dumetorum,NA,"Wheeler, 1910",0,1,1,0,0,0,0,0,Camponotus dumetorum,NA,60
Formicinae,Camponotus,johnsoni,NA,"Mackay, 2019",0,1,1,0,0,0,0,0,Camponotus johnsoni,NA,60
Formicinae,Camponotus,maritimus,NA,"Ward, 2005",0,1,0,0,0,0,0,0,Camponotus maritimus,NA,60
Formicinae,Camponotus,semitestaceus_nr,NA,null,0,1,0,0,0,0,0,0,Camponotus semitestaceus_nr,NA,60
Formicinae,Camponotus,us-ca02,NA,null,0,1,0,0,0,0,0,0,Camponotus us-ca02,NA,60
Formicinae,Camponotus,yogi,NA,"Wheeler, 1915",0,1,1,0,0,0,0,0,Camponotus yogi,NA,60
Formicinae,Formica,accreta,NA,"Francoeur, 1973",0,1,0,1,1,1,0,0,Formica accreta,NA,60
Formicinae,Formica,adamsi,whymperi,"Wheeler, 1917",0,1,0,0,0,0,0,1,Formica adamsi,Formica adamsi whymperi,66
Formicinae,Formica,aerata,NA,"Francoeur, 1973",0,1,0,0,0,1,0,0,Formica aerata,NA,60
Formicinae,Formica,altipetens,NA,"Wheeler, 1913",0,1,0,1,0,1,0,1,Formica altipetens,NA,60
Formicinae,Formica,canadensis,NA,"Santschi, 1914",0,1,0,1,0,0,0,1,Formica canadensis,NA,60
Formicinae,Formica,dakotensis,NA,"Emery, 1893",0,1,0,1,0,0,0,1,Formica dakotensis,NA,60
Formicinae,Formica,francoeuri,NA,"Bolton, 1995",0,1,1,0,0,0,0,0,Formica francoeuri,NA,60
Formicinae,Formica,integroides,NA,"Wheeler, 1913",0,1,1,1,0,0,0,1,Formica integroides,NA,60
Formicinae,Formica,lepida,NA,"Wheeler, 1913",0,1,0,1,0,0,0,1,Formica lepida,NA,60
Formicinae,Formica,longipilosa,NA,"Francoeur, 1973",0,1,0,0,0,0,0,0,Formica longipilosa,NA,60
Formicinae,Formica,manni,NA,"Wheeler, 1913",0,1,0,0,0,1,0,1,Formica manni,NA,60
Formicinae,Formica,microphthalma,NA,"Francoeur, 1973",0,1,0,0,0,1,0,0,Formica microphthalma,NA,60
Formicinae,Formica,nevadensis,NA,"Wheeler, 1904",0,1,0,0,0,1,0,0,Formica nevadensis,NA,60
Formicinae,Formica,oreas,NA,"Wheeler, 1903",0,1,0,1,1,1,0,1,Formica oreas,NA,60
Formicinae,Formica,pacifica,NA,"Francoeur, 1973",0,1,0,0,0,0,0,0,Formica pacifica,NA,60
Formicinae,Formica,pergandei,NA,"Emery, 1893",0,1,0,0,0,0,0,0,Formica pergandei,NA,60
Formicinae,Formica,planipilis,NA,"Creighton, 1940",0,1,0,1,0,1,0,1,Formica planipilis,NA,60
Formicinae,Formica,podzolica,NA,"Francoeur, 1973",0,1,0,1,0,1,0,1,Formica podzolica,NA,60
Formicinae,Formica,ravida,NA,"Creighton, 1940",0,1,0,1,0,1,0,1,Formica ravida,NA,60
Formicinae,Formica,sibylla,NA,"Wheeler, 1913",0,1,0,0,0,0,0,0,Formica sibylla,NA,60
Formicinae,Formica,sibylla_nr,NA,null,0,1,0,0,0,0,0,0,Formica sibylla_nr,NA,60
Formicinae,Formica,subelongata,NA,"Francoeur, 1973",0,1,0,0,0,0,0,0,Formica subelongata,NA,60
Formicinae,Formica,subnitens,NA,"Creighton, 1940",0,1,0,1,0,1,0,1,Formica subnitens,NA,60
Formicinae,Formica,subpolita,NA,"Mayr, 1886",0,1,1,0,0,1,0,1,Formica subpolita,NA,60
Formicinae,Formica,transmontanis,NA,"Francoeur, 1973",0,1,0,0,0,0,0,0,Formica transmontanis,NA,60
Formicinae,Formica,us-ca01,NA,null,0,1,0,0,0,0,0,0,Formica us-ca01,NA,60
Formicinae,Formica,xerophila,NA,"Smith, 1939",0,1,0,0,0,1,0,1,Formica xerophila,NA,60
Formicinae,Lasius,americanus_nr1,NA,null,0,1,0,0,0,0,0,0,Lasius americanus_nr1,NA,60
Formicinae,Lasius,aphidicola,NA,"(Walsh, 1863)",0,1,0,0,0,0,0,0,Lasius aphidicola,NA,60
Formicinae,Lasius,atopus,NA,"Cole, 1958",0,1,0,0,0,0,0,0,Lasius atopus,NA,60
Formicinae,Lasius,atopus_nr,NA,null,0,1,0,0,0,0,0,0,Lasius atopus_nr,NA,60
Formicinae,Lasius,californicus,NA,"Wheeler, 1917",0,1,0,0,0,0,0,0,Lasius californicus,NA,60
Formicinae,Lasius,crypticus,NA,"Wilson, 1955",0,1,0,1,1,0,0,1,Lasius crypticus,NA,60
Formicinae,Lasius,humilis_nr,NA,null,0,1,0,0,0,0,0,0,Lasius humilis_nr,NA,60
Formicinae,Lasius,neoniger_nr1,NA,null,0,1,0,0,0,0,0,0,Lasius neoniger_nr1,NA,60
Formicinae,Lasius,niger_nr1,NA,null,0,1,0,0,0,0,0,0,Lasius niger_nr1,NA,60
Formicinae,Lasius,subumbratus_nr1,NA,null,0,1,0,0,0,0,0,0,Lasius subumbratus_nr1,NA,60
Formicinae,Lasius,vestitus,NA,"Wheeler, 1910",0,1,0,0,0,0,0,0,Lasius vestitus,NA,60
Formicinae,Myrmecocystus,christineae,NA,"Snelling, 1982",0,1,0,0,0,0,0,0,Myrmecocystus christineae,NA,60
Formicinae,Myrmecocystus,colei,NA,"Snelling, 1976",0,1,0,0,0,0,0,0,Myrmecocystus colei,NA,60
Formicinae,Myrmecocystus,ewarti,NA,"Snelling, 1971",0,1,0,0,0,0,0,0,Myrmecocystus ewarti,NA,60
Formicinae,Myrmecocystus,flaviceps,NA,"Wheeler, 1912",0,1,0,0,0,1,0,0,Myrmecocystus flaviceps,NA,60
Formicinae,Myrmecocystus,hammettensis,NA,"Cole, 1938",0,1,0,0,0,0,0,0,Myrmecocystus hammettensis,NA,60
Formicinae,Myrmecocystus,kathjuli,NA,"Snelling, 1976",0,1,0,0,0,0,0,0,Myrmecocystus kathjuli,NA,60
Formicinae,Myrmecocystus,lugubris,NA,"Wheeler, 1909",0,1,0,0,0,1,0,0,Myrmecocystus lugubris,NA,60
Formicinae,Myrmecocystus,pyramicus,NA,"Smith, 1951",0,1,0,0,0,1,0,0,Myrmecocystus pyramicus,NA,60
Formicinae,Myrmecocystus,tenuinodis,NA,"Snelling, 1976",0,1,1,0,0,0,0,0,Myrmecocystus tenuinodis,NA,60
Formicinae,Nylanderia,magnella,NA,"Kallal & LaPolla, 2012",0,1,0,0,0,0,0,0,Nylanderia magnella,NA,60
Formicinae,Nylanderia,us-ca01,NA,null,0,1,0,0,0,0,0,0,Nylanderia us-ca01,NA,60
Formicinae,Polyergus,vinosus,NA,"Trager, 2013",0,1,1,0,0,0,0,0,Polyergus vinosus,NA,60
Formicinae,Prenolepis,us-ca01,NA,null,0,1,0,0,0,0,0,0,Prenolepis us-ca01,NA,60
Myrmicinae,Aphaenogaster,occidentalis,NA,"(Emery, 1895)",0,1,0,1,0,1,0,1,Aphaenogaster occidentalis,NA,60
Myrmicinae,Aphaenogaster,patruelis,NA,"Forel, 1886",0,1,1,0,0,0,0,0,Aphaenogaster patruelis,NA,60
Myrmicinae,Aphaenogaster,uinta,NA,"Wheeler, 1917",0,1,0,0,0,1,0,1,Aphaenogaster uinta,NA,60
Myrmicinae,Aphaenogaster,us-ca01,NA,null,0,1,0,0,0,0,0,0,Aphaenogaster us-ca01,NA,60
Myrmicinae,Cardiocondyla,mauritanica,NA,"Forel, 1890",0,1,0,0,0,0,0,0,Cardiocondyla mauritanica,NA,60
Myrmicinae,Cardiocondyla,minutior,NA,"Forel, 1899",0,1,0,0,0,0,0,0,Cardiocondyla minutior,NA,60
Myrmicinae,Cardiocondyla,obscurior,NA,"Wheeler, 1929",0,1,0,0,0,0,0,0,Cardiocondyla obscurior,NA,60
Myrmicinae,Cardiocondyla,wroughtonii,NA,"(Forel, 1890)",0,1,0,0,0,0,0,0,Cardiocondyla wroughtonii,NA,60
Myrmicinae,Crematogaster,californica,NA,"Wheeler, 1919",0,1,1,0,0,0,0,0,Crematogaster californica,NA,60
Myrmicinae,Crematogaster,detecta,NA,"Ward & Blaimer, 2022",0,1,0,0,0,1,0,1,Crematogaster detecta,NA,60
Myrmicinae,Crematogaster,marioni,NA,"Buren, 1968",0,1,1,0,0,0,0,0,Crematogaster marioni,NA,60
Myrmicinae,Formicoxenus,chamberlini,NA,"(Wheeler, 1904)",0,1,0,0,0,0,0,1,Formicoxenus chamberlini,NA,60
Myrmicinae,Leptothorax,athabasca,NA,"Buschinger & Schulz, 2008",0,1,0,0,0,0,0,0,Leptothorax athabasca,NA,60
Myrmicinae,Leptothorax,calderoni,NA,"Creighton, 1950",0,1,0,0,0,1,0,0,Leptothorax calderoni,NA,60
Myrmicinae,Leptothorax,canadensis,NA,"Provancher, 1887",0,1,0,1,1,1,0,1,Leptothorax canadensis,NA,60
Myrmicinae,Manica,bradleyi,NA,"(Wheeler, 1909)",0,1,0,0,0,1,0,0,Manica bradleyi,NA,60
Myrmicinae,Manica,hunteri,NA,"(Wheeler, 1914)",0,1,0,1,0,1,0,1,Manica hunteri,NA,60
Myrmicinae,Manica,invidia,NA,"Bolton, 1995",0,1,0,1,0,1,0,1,Manica invidia,NA,60
Myrmicinae,Manica,parasitica,NA,"(Creighton, 1934)",0,1,0,0,0,0,0,0,Manica parasitica,NA,60
Myrmicinae,Monomorium,pharaonis,NA,"(Linnaeus, 1758)",0,1,0,1,0,0,0,0,Monomorium pharaonis,NA,60
Myrmicinae,Monomorium,sahlbergi,NA,"Emery, 1898",0,1,0,0,0,0,0,0,Monomorium sahlbergi,NA,60
Myrmicinae,Myrmica,crassirugis,NA,"Francoeur, 2007",0,1,0,0,0,1,0,1,Myrmica crassirugis,NA,60
Myrmicinae,Myrmica,discontinua,NA,"Weber, 1939",0,1,0,1,1,1,0,1,Myrmica discontinua,NA,60
Myrmicinae,Myrmica,glacialis,NA,"Emery, 1921",0,1,0,0,0,1,0,0,Myrmica glacialis,NA,60
Myrmicinae,Myrmica,incompleta,NA,"Provancher, 1881",0,1,0,1,0,1,0,1,Myrmica incompleta,NA,60
Myrmicinae,Myrmica,punctinops,NA,"Francoeur, 2007",0,1,0,0,0,0,0,0,Myrmica punctinops,NA,60
Myrmicinae,Myrmica,us-ca02,NA,null,0,1,0,0,0,0,0,0,Myrmica us-ca02,NA,60
Myrmicinae,Pheidole,barbata,NA,"Wheeler, 1908",0,1,1,0,0,1,0,0,Pheidole barbata,NA,60
Myrmicinae,Pheidole,californica,NA,"Mayr, 1870",0,1,1,0,0,1,0,1,Pheidole californica,NA,60
Myrmicinae,Pheidole,clementensis,NA,"Gregg, 1969",0,1,1,0,0,0,0,0,Pheidole clementensis,NA,60
Myrmicinae,Pheidole,creightoni,NA,"Gregg, 1955",0,1,0,0,0,1,0,0,Pheidole creightoni,NA,60
Myrmicinae,Pheidole,fervens,NA,"Smith, 1858",0,1,0,0,0,0,0,0,Pheidole fervens,NA,60
Myrmicinae,Pheidole,indica,NA,"Mayr, 1879",0,1,0,0,0,0,0,0,Pheidole indica,NA,60
Myrmicinae,Pheidole,megacephala,NA,"(Fabricius, 1793)",0,1,0,0,0,0,0,0,Pheidole megacephala,NA,60
Myrmicinae,Pheidole,navigans,NA,"Forel, 1901",0,1,0,0,0,0,0,0,Pheidole navigans,NA,60
Myrmicinae,Pheidole,yaqui,NA,"Creighton & Gregg, 1955",0,1,1,0,0,0,0,0,Pheidole yaqui,NA,60
Myrmicinae,Pogonomyrmex,anzensis,NA,"Cole, 1968",0,1,0,0,0,0,0,0,Pogonomyrmex anzensis,NA,60
